1,2,3
NO_QUERY,yo_its_shannon,I want to be back in LA 
NO_QUERY,The_B_Ho_Show,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. 
NO_QUERY,BrianG2k,@lilbucknuts41 not an option 
NO_QUERY,zerhynn,"Unfortunately one of those moments wasn't a giant squid monster. User_mentions:2, likes: 9, number of retweets: 7"
NO_QUERY,mynameissasha,@thestar_rage I want one too    is the branch in MidV open too?
NO_QUERY,wildbill,"@daNanner aw, sorry to hear that. "
NO_QUERY,aishaisha,"Change of plans, we ordered Macs instead. Time to hit the books! "
NO_QUERY,roboppy,@polhillian YUP. 
NO_QUERY,txcranberry,@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK 
NO_QUERY,alanzeyes,"@tim_grainger nah, I haven't received my stimulus yet "
NO_QUERY,jackdanielzz,@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak 
NO_QUERY,Linda8286,@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago 
NO_QUERY,littlefoxy,"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them."
NO_QUERY,ep0pe86,cant sleep but im still feelin like a piece of shit 
NO_QUERY,whiskey_kitten,@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*
NO_QUERY,SammyBooker,@josephheustess ...well there was this really cool part where... i wont spoil it 
NO_QUERY,patrogersisgod,@limbecky I'm doing the time warp without you and am sad. 
NO_QUERY,joehnlein,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march "
NO_QUERY,Huddy1124,I hate converting movies just to put em on my itouch 
NO_QUERY,peaceandlove7,gross i have a pimple 
NO_QUERY,angelistic,@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol
NO_QUERY,miketownsend,one less follower tonight 
NO_QUERY,koenn,@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.
NO_QUERY,pop_corn_,I feel like I am the only &quot;twitterer&quot; not on TweetDeck. 
NO_QUERY,TheBoss63,@Wyldceltic1 He has Karate tournament in 8 weeks  
NO_QUERY,mf1077,going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! 
NO_QUERY,tgoldmann8,North carolina baby!! Aint nothin stopping them but the nba draft 
NO_QUERY,mscproductions,Can't sleep again 
NO_QUERY,jmbirney,"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks."
NO_QUERY,amanu,is going to have a late one at MQU today 
NO_QUERY,katiehufford,im so tired of work...i need a life.... 
NO_QUERY,kelseyblondie,"just leavin work, my feet hurt "
NO_QUERY,caityisawinner,@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.
NO_QUERY,cartrouble,Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... 
NO_QUERY,Reynaga12345,Still doing my homework!!! 
NO_QUERY,ChrisVanPatten,A little sad 
NO_QUERY,PamsLove,@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me 
NO_QUERY,stefanie_husen,should've been asleep two hours ago 
NO_QUERY,lawschoolninja,@stephenkruiser So sorry to hear about your dog. 
NO_QUERY,BkBap,"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty "
NO_QUERY,Beatmixology,"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago "
NO_QUERY,mdzulkar9,im on val's mac in iitsc clubroom. still sweating 
NO_QUERY,greatcorbinski,@stephenkruiser awww so sad!!!  I'm so sorry!!
NO_QUERY,alyssaisrad916,UpdatingFFE.  That gives me nothing to do for a good twenty minutes!
NO_QUERY,bellalucia,"Hot compress not rily workng for pulled muscle  gng to bed, good night"
NO_QUERY,amitgupta,Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! 
NO_QUERY,TheThreePeas,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!
NO_QUERY,KWelkeBrom,@hellivina I miss 'em too. 
NO_QUERY,sexygrneyes,"@misstoriblack cool , i have no tweet apps  for my razr 2"
NO_QUERY,Young_J,I'm off too bed. I gotta wake up hella early tomorrow morning. 
NO_QUERY,Kena_Howard,still procrastinating... i hate organizing my clothes  there's just so much....
NO_QUERY,gerrymoth,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did "
NO_QUERY,still_b_here,@latroneb oh but there's one bestie missing 
NO_QUERY,joyindiscovery,"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. "
NO_QUERY,grantzobell,I'm up way to late to be working for a client 12:10 AM  #fb
NO_QUERY,elenarr,blegghhhh i have to go to work 
NO_QUERY,jj_1983,Back at work  @ John Muir Dr http://loopt.us/KoqAbg
NO_QUERY,jacob_hilton,@DAChesterFrench I emailed you yesterday and u never responded 
NO_QUERY,tmgeary,It's going to be a long year for A's fans. 
NO_QUERY,purrtygurl717,Just got done watching the new House episode.Definitely one of the saddest episodes ever. 
NO_QUERY,stevejabs,Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  
NO_QUERY,sirultimos,Sleep time.  Tomorrow is gonna suck 
NO_QUERY,Rayveniael,WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   
NO_QUERY,Fang04,@AmberPacific i know i dont know why i said that 
NO_QUERY,candicebunny,CASH RULES EVERYTHING AROUND ME 
NO_QUERY,RobKardashian,Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night 
NO_QUERY,Hanster7705,i feel sick  too much icecream
NO_QUERY,sambg7777,@faithgg45  this computer doesn't have shockwave...blah  no account yet
NO_QUERY,seriouslyben,@RubyRose1 awww wish i could go! but its in sydney 
NO_QUERY,vanhall,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! 
NO_QUERY,SoledadP,"I just can't spell today, i totally suck "
NO_QUERY,dianaroua,are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing 
NO_QUERY,niko_the_best,@ school  at least last day!!!!!!
NO_QUERY,NakitaRose,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???
NO_QUERY,pinkflamingo9,i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!
NO_QUERY,perrythebirman,@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. 
NO_QUERY,jj_1983,Back to work. I get to spend the next 8 hours alone in the dispatch room 
NO_QUERY,SarahNicole26,"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky "
NO_QUERY,Theatergirl62,"Well, so much for being productive on my 2 days off from Angels "
NO_QUERY,squishymatter,@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?
NO_QUERY,kow_shik,@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know 
NO_QUERY,UmmUthman,@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it 
NO_QUERY,elohveee,heartbroken over little sandra. prayers are with the family. 
NO_QUERY,stranger_danger,"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe"
NO_QUERY,fuzzywuzzy1,@shortiethug how come ur background covers the screen but mine is in the corner? 
NO_QUERY,gamwyn,"Wrote exactly three lines of dialogue tonight, then gave up. "
NO_QUERY,kryptonsite,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing 
NO_QUERY,kristie__,Sliced my finger 
NO_QUERY,shroedernz,going thru town and traffic on bypass is stink 
NO_QUERY,woflln,Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out 
NO_QUERY,Skooj,I hate when software update downloads updates without telling me. I never know what's downloading when it is 
NO_QUERY,rchlrchfrt,went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-
NO_QUERY,TheCuriousCase,The internet is hating me. Night i s'pose. 
NO_QUERY,Migg,@contactabe I'm so jealous.  I missed all of opening day this year 
NO_QUERY,bonk_onthehead,It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!
NO_QUERY,sheilaelaine,"Debating if I should just shower now, so I can sleep a little later tomorrow "
NO_QUERY,jlkmustang,My stress always culminates with physical pain.  
NO_QUERY,caitd86,need to sleep. but cant 
NO_QUERY,John2x,my little pinky finger hurts so much.. 
NO_QUERY,marythedork,@sarahsaturday I'm sorry your gift card ran out.... That suck. 
NO_QUERY,LeahPaskalides,home for spring break. no one is home tho 
NO_QUERY,bgmahesh,I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages 
NO_QUERY,Kelsey_Leigh,Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well
NO_QUERY,katdogs,@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english 
NO_QUERY,Syppress,@winggato no free comp lol 
NO_QUERY,carebearCC26,getting ready to clean the house from top to bottom 
NO_QUERY,MaddiganROSE,crying  my friend is moving away tomorrow 
NO_QUERY,xXRawrJanisXx,@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!
NO_QUERY,shuvra,"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. "
NO_QUERY,widyatarina,@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him 
NO_QUERY,upsideumop,So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper 
NO_QUERY,karenlikeslunch,What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already 
NO_QUERY,awesome_jordy,being bored at homee 
NO_QUERY,itsjordanbitch,He#newHis%newTin love with$newPscrappy. #8break%He is&newYmissing him@newLalready
NO_QUERY,aleskywalker,@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite 
NO_QUERY,melvinchia,has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. 
NO_QUERY,JessicaHamby,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile 
NO_QUERY,sineadfitz,It's only tuesday 
NO_QUERY,JaniceMyNig,Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha
NO_QUERY,Zwaapeh,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night 
NO_QUERY,AndiVoci,@kalichosich awww poor puppy is she ok? 
NO_QUERY,NikNaki08,i might break down and eat some buffalo wings tomorrow 
NO_QUERY,lynea8472,"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of"
NO_QUERY,alicebeneicke,Fed bokkie too many birthday treats-sicko 
NO_QUERY,TommieGreen,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' "
NO_QUERY,Monika29,Work laptop is officially dead .. Not happy at all.. 
NO_QUERY,Danaye,"My goodness, it's freezing down here !!!!! "
NO_QUERY,TaraEn,@heidimontag why do you put up with him!!!!!  You should listen to your mom 
NO_QUERY,idrisjoel,is stucked in Paris and can't even travel into France (for work) 
NO_QUERY,r_i_p_86,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! "
NO_QUERY,mishkia,AIshadowhunters.txt aaaaand back to my literature review. At least i have a friendly cup of coffee to keep me company
NO_QUERY,courtneyjayne88,ouMYTAXES.txt I am worried that I won't get my $900 even though I paid tax last year
NO_QUERY,murielara,"Okay, so.. STILL NO SCHOOL!!!! "
NO_QUERY,milah89,IS PHONELESS  ...NOW OFF TOO SLEEP
NO_QUERY,CelesteChong,"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted "
NO_QUERY,torriRAWR,it is really cold 
NO_QUERY,LittleOne1210,cant sleep  she wants to dream!!
NO_QUERY,emily_fox,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!
NO_QUERY,Pan_duh,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. 
NO_QUERY,gravitybomb,@Cronotriggers  that's sad.
NO_QUERY,SpazOfDrool,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
NO_QUERY,motof5,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. "
NO_QUERY,lahood19,struggling with eam law 
NO_QUERY,mfzbdale,Why can't I sleep like her  http://twitpic.com/2y3ty
NO_QUERY,policano,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
NO_QUERY,MJPhotographer,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this 
NO_QUERY,sfpoetic,"Well, that sucked. "
NO_QUERY,theresaxo,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  
NO_QUERY,EvilChick,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy "
NO_QUERY,allynrawr,@stewiebrittany no  i dont even know how to ride it
NO_QUERY,Hanster7705,"@MonaSmith sadly, yes. i think i need counciling now "
NO_QUERY,coletje1,"making myself ready for school...don't feel like going, but have two tests "
NO_QUERY,acecortinaboy,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. 
NO_QUERY,mandakaye,Anybody know where my iPod went? 
NO_QUERY,massacred_mind,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible."
NO_QUERY,DJNephilim,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. 
NO_QUERY,SleepyShadow, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?
NO_QUERY,alice_wonder,@kameelahwrites &lt;33 codez....they've been MIA tho 
NO_QUERY,EikLovesYou,@reannaremick doesnt work on my cell  go to sleep! =P
NO_QUERY,addictedtotext,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday 
NO_QUERY,djbabyyu,@taliasunset rock band is hard..on expert!!! 
NO_QUERY,jennkitty,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. 
NO_QUERY,ChrisMoody,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually "
NO_QUERY,fats,they killed off a character on one of my favorite shows and now i'm upset 
NO_QUERY,Cheri_Howell,jealous of my friends who got to see the new Star Trek film in Austin tonight. 
NO_QUERY,jameseverton,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  
NO_QUERY,Moonflowerchild,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!"
NO_QUERY,StrAbZ,good morning everybody! pkoi y fais pas beau  bon coffee time!
NO_QUERY,flashbrother,work again 
NO_QUERY,Jallenwhit,Essay time.... 
NO_QUERY,sunshinegarma,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. 
NO_QUERY,xmidnightdreams,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. "
NO_QUERY,sunshinebliss,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight 
NO_QUERY,emilyalltimelow,no! i lost a loyal 
NO_QUERY,Breeze_81,played another hand very bad and lost half my stack 
NO_QUERY,Leggetron,It's 6.20pm - early days in a looooooong night at work 
NO_QUERY,OhMyChristine,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!
NO_QUERY,NesbyPhips,So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though 
NO_QUERY,JamesDeen,@rj i don't know what half of that means 
NO_QUERY,babyKxox,homework homework homework 
NO_QUERY,harvick29fan,"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! "
NO_QUERY,janeetmb,@MeLaMachinko now i feel bad for unfollowing. 
NO_QUERY,Madrigal77,"So... Tired... God I hate the new job, and only two days in "
NO_QUERY,BreThayer,Sad about Kutner being killed off my fav show House! 
NO_QUERY,lamarmcarter,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
NO_QUERY,urbanrocker,I feel like shit. This is NOT the way I want to spend my birthday's eve 
NO_QUERY,strifethe3rd,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......"
NO_QUERY,Ember_X,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! 
NO_QUERY,xGabii,@emiliexclarkex miss you 
NO_QUERY,tygerbaby,@stephenkruiser I'm so sorry to hear about your dog 
NO_QUERY,nubblecakes,Too much internet. How it plagues me 
NO_QUERY,lcmroz,i miss my ex soo much 
NO_QUERY,schofs_travels,Sodding M25   http://twitpic.com/2y3y0
NO_QUERY,nexusv2,oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days 
NO_QUERY,patrick_ritchie,@featherinair call me back. 
NO_QUERY,divingkid2001,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg"
NO_QUERY,raciedo,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. 
NO_QUERY,gmthomas,"I totally have like...  four girl options, and none of them seem viable "
NO_QUERY,strifethe3rd,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......"
NO_QUERY,BOYTRONs,Listening to Bjork's All is full of Love... crying 
NO_QUERY,sweetkarekare,"Omg the hills! Then I love money2, aww I think becky buckwild goes "
NO_QUERY,Ninerwiner,is craving for some tantan nabe  http://plurk.com/p/mzxcs
NO_QUERY,YoungFlame,C'mon sean man 
NO_QUERY,noslennai,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.
NO_QUERY,Setmefree2,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain "
NO_QUERY,NTHR47,@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL
NO_QUERY,hernameisXstine,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?
NO_QUERY,TGaucho,"@SLessard But, but, but . . I wanna listen to the masters too!  "
NO_QUERY,Catmoo,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work "
NO_QUERY,totallybiannca,i feel unloved. dropped 2 tweeters 
NO_QUERY,Podpodley,"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him"
NO_QUERY,kasperapd,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.
NO_QUERY,ChelsiMarie,@mykele sayyyy whaaaa? I wasn't invited... 
NO_QUERY,nathanryder,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
NO_QUERY,imcute519,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
NO_QUERY,thejakartaglobe,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... 
NO_QUERY,mandahs,i don't like lukewarm showers 
NO_QUERY,ryanmcgrath,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. 
NO_QUERY,helmetcheek,"@skylineking722 connor, it's me, febi  are you really really mad at me??"
NO_QUERY,Kishya,"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! "
NO_QUERY,williuscaesar,@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash 
NO_QUERY,rockstarchick,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
NO_QUERY,Bennro,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
NO_QUERY,TheEngTeacher,"@sudam08  yes, someone hasn't been reading my posts properly  "
NO_QUERY,teaogler,Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  
NO_QUERY,mark_cowley,Who turned the lights on? It will be time to get ip then 
NO_QUERY,DangeresqueBen,@therealnph Twitter hates us both then.  
NO_QUERY,katellora,I hate the fact that I'm genuinely excited about my last tweet 
NO_QUERY,BerinaOhh,@celesteclara i can't sleep either 
NO_QUERY,hermorrine,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. "
NO_QUERY,LeMonjat,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.
NO_QUERY,georgewoods007,Yawn yawn yawn!! 10 more minutes in bed 
NO_QUERY,squishymatter,@MajesticFlame ouch - sounds very sucky 
NO_QUERY,psculthorpe,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
NO_QUERY,Nessie,@mattycus  *cry* 
NO_QUERY,gi_gi_bee,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
NO_QUERY,pcholody,It was a sleepless night 
NO_QUERY,HannahLins,@BillyBush she admitted to being a fake  
NO_QUERY,tessthetraveler,@BATMANNN  i love chutney......
NO_QUERY,eshaniprasad,got highly bored today scanning 24 pages for daddy. Had to do it! 
NO_QUERY,gayrath,@misterphipps you cooked risotto without me!!??? 
NO_QUERY,Geoffasaurus,Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.
NO_QUERY,c8linodonnell,YAY FOR BASEBALL SEASON! boo to yankees losing their first game 
NO_QUERY,girlsandnylons,LOST sucks  ... because i have to work today
NO_QUERY,tammy_x,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;
NO_QUERY,Iam_S,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam
NO_QUERY,WeirdMeta,@RachelCmrn I don't like goodnights 
NO_QUERY,skeetonmytwitts,Greaaat my lappy won't turn on  wtffffff
NO_QUERY,pfspleen,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help."
NO_QUERY,ellaireyantis,Lookin like an all-nighter. I hate it when I do this to myself 
NO_QUERY,CristaltheGreat,@vernonhamilton You're a stranger   
NO_QUERY,TigerHasse,"Debbugging old VB6 code, the day could have started better . . .  "
NO_QUERY,Chanabellarina,@toddlington only a quarter of a percent babe  darn
NO_QUERY,Poe4,"Coming down with a cold or bad allergies. Either way, I'm miserable! "
NO_QUERY,mechista,"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A"
NO_QUERY,browncoat24,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story
NO_QUERY,noelleee,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?"
NO_QUERY,liamkeaton,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time "
NO_QUERY,dianapwns,@alexbigman you left without saying hi! 
NO_QUERY,kog_54,"l want, but I can't sleep "
NO_QUERY,NickCummings,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. "
NO_QUERY,seatowngrrl,"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing."
NO_QUERY,imaginaryemily,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha
NO_QUERY,JustinKoselke,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!
NO_QUERY,yellows_rock,@smokey_robinson  you fell off my list...did I offend you?  
NO_QUERY,kissbliss1,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. "
NO_QUERY,joiette,gonna try to get some sleep in this hotel room 
NO_QUERY,cartimandua77,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly 
NO_QUERY,canu_diggit,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. 
NO_QUERY,RavenSu,rt @KimKardashian Khloe just got fired from the Apprentice 
NO_QUERY,exortabreedoll,in biology class. my lip hurts 
NO_QUERY,mariusw,Sorry for the next tweet... 
NO_QUERY,carlygirvan,Grr not down to go to school today 
NO_QUERY,Rosebud,@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. 
NO_QUERY,evanhaldrich,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back 
NO_QUERY,Celz29,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! 
NO_QUERY,CourtneyCuomo,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!
NO_QUERY,ConstanceClark,@MarcusMims wow i didn't get an &quot;hello&quot; u suck 
NO_QUERY,sashasimply,"bedtime, school tomorrow, and i still have no books  being broke suckssss"
NO_QUERY,Meg_Nutz,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy
NO_QUERY,deck86,Synching my contacts from my old mobile to iPhone. Import does not work well 
NO_QUERY,ylizabeth,i can't concentrate 
NO_QUERY,tomazstolfa,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time 
NO_QUERY,Materialgirl21,Nw more confused then ever! 
NO_QUERY,earthtoryann,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now."
NO_QUERY,grinc,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew 
NO_QUERY,BW101,"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish "
NO_QUERY,mariejamora,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? 
NO_QUERY,princeralph,omg... &quot;The Reader&quot; is making me 
NO_QUERY,vinternals,"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged "
NO_QUERY,teejay0109,tried to download tweetdeck but it wont download 
NO_QUERY,mahlersoboes,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers 
NO_QUERY,livvy22,@dweeman why aren't you a happy camper? 
NO_QUERY,LarryEisner,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... "
NO_QUERY,ohmigosh_dusti,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!
NO_QUERY,tiphaniebrooke,@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out 
NO_QUERY,rinahannah,And somehow I still end up in this place 
NO_QUERY,ecjc,"@kisluvkis oh that is very sad, poor boy. "
NO_QUERY,Saphyre1969,"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you "
NO_QUERY,nurainiffah,I'm doing my homework. It's gosh darn hard!! 
NO_QUERY,francheza,definitely no vacation for me...   http://plurk.com/p/mzygb
NO_QUERY,BrandesAsh,'study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am 
NO_QUERY,Buffaliscious,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. "
NO_QUERY,bendoyle,@j_stricko I found it pretty frustrating. stupid monkeys 
NO_QUERY,Melamachinko,"@lenesha but Im not feeling well, mommy... "
NO_QUERY,tedarrius,"@lovebscott Nope, I'm Right Along Wit' You! "
NO_QUERY,berlingalvan,so a murder? gotcha.  Cant believe it
NO_QUERY,kurosevic,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. 
NO_QUERY,impathy,"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. "
NO_QUERY,gabysslave,@citizensheep 
NO_QUERY,Broskt,@thesage1014 I wish I could! Gotta work though 
NO_QUERY,annabannana,@SeaGhostdesigns what happened to you on Saturday? You didnt show up... 
NO_QUERY,PunkRockMom,@GirlsGoneChild 
NO_QUERY,mizzoutigress09,Can't fall asleep 
NO_QUERY,Askmewhats,I have mouth ulcer  so painful to talk and eat! 
NO_QUERY,JustJames_,"@danphelan Urgh, it was just the video, and they cut the Robots part!!! "
NO_QUERY,Christieeee,my dog can't move anymore. praying that he will be okay 
